sii_id,codigo,fecha,corte,instancia,resumen
18310,VD-17-00005-2023,2023-09-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Vulneración de derechos - Recurso de resguardo - Falta de pronunciamiento - Prescripción extraordinaria - Deber de motivación - Buena fe
18319,111-2019,2023-10-11,Corte Suprema,Corte Suprema,Excepción de prescripción- Sociedad de profesionales - Impuesto de Segunda Categoría - Plazo razonable
18320,200.104-2023,2023-10-02,Corte Suprema,Corte Suprema,Recurso de queja - Sobreseimiento definitivo - Vicio de desviación de poder
18321,164-2022,2023-10-03,Corte de Apelaciones,Corte de Apelaciones de Santiago,Derecho al debido proceso - Plazo razonable - Devolución de PPUA - Necesidad de perjuicio - Valoración de la prueba
18322,8-2023 (Antofagasta),2023-10-10,Corte de Apelaciones,Corte de Apelaciones de Antofagasta,Impuesto Único - Retiros - Mutuos - Contabilidad fidedigna - Teoría de los actos propios
18323,202-2023,2023-10-13,Corte de Apelaciones,Corte de Apelaciones de Santiago,Mayor valor en la enajenación de derechos sociales - Elusión - Carga de la prueba - Levantamiento del velo
18324,GR-16-00179-2019,2023-10-12,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Impuesto al Valor Agregado exportador - Establecimiento permanente
18325,GR-16-00175-2019,2023-10-12,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Falta de motivación del acto administrativo - mandato - Acreditación de la representación
18328,VD-02-00011-2023,2023-10-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,Vulneración de derechos - Anotaciones - Autorización de folios
18332,VD-14-00046-2023,2023-10-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,Vulneración de derechos - Facultad de iniciar un nuevo proceso de fiscalización
18338,GR-07-00014-2022,2023-10-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Procedencia del reclamo de un giro - Prescripción - Nulidad - Plazo de acción de cobro y de la acción fiscalizadora - Plazo excesivo y razonable
18339,175-2023,2023-10-16,Corte de Apelaciones,Corte de Apelaciones de Santiago,Subdeclaración de ingresos - Arrendamiento de inmuebles - Comunidad hereditaria - hecho gravado - Valoración de la prueba
18340,3.149-2023,2023-10-20,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Recurso de protección - Igualdad ante la ley - Derecho a desarrollar cualquiera actividad económica - Anotación preventiva
18342,1.033-2023,2023-10-24,Corte Suprema,Corte Suprema,Recurso de queja - Recurso de casación en la forma y de apelación en subsidio - Interposición conjunta - Inadmisibilidad recurso de apelación - Debido proceso - Tutela judicial efe
18344,AB-01-00014-2023,2023-10-17,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,Tasación general bienes raíces no agrícolas - Reavalúo - Diferencia entre contribuciones y tributo - Principio de inexcusabilidad
18380,AB-GR-17-00126-2017,2023-10-20,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Cuenta corriente mercantil - Liquidación parcial de cuenta corriente mercantil - Registro FUT
18381,VD-16-00035-2023,2023-10-26,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Vulneración de derechos - Anotaciones - Exclusión de convenios o condonaciones de deudas
18382,GR-09-00012-2020,2023-10-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,Impuesto a la Herencia - Norma antielusiva especial - Donación encubierta - Prescripción
18387,GR-15-00162-2021,2023-10-24,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Impuesto Único - Precios de transferencia - Pagos Provisionales Mensuales
18389,3-2022,2023-01-30,Corte de Apelaciones,Corte de Apelaciones de Rancagua,"Interrupción de la prescripción – Domicilio para notificar – Artículos 12, 13 y 201 del Código Tributario"
18605,283-2022,2023-03-06,Corte de Apelaciones,Corte de Apelaciones de Santiago,Justificación inversiones
18610,25.750-2019,2023-03-17,Corte Suprema,Corte Suprema,Prescripción - Plazo razonable
18700,246-2022,2023-11-13,Corte de Apelaciones,Corte de Apelaciones de Santiago,Tasación de la Renta Líquida Imponible - Pérdidas de arrastre - Prescripción de la acción fiscalizadora
18701,261-2023,2023-11-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Derecho al debido proceso- Obligación del Tribunal Tributario y Aduanero de analizar la prueba rendida
18702,110-2023,2023-11-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Impuesto a la Herencia- Valoración de la participación social del causante - Distribución de utilidades
18707,134-2023,2023-11-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Intereses - Cuenta corriente mercantil - Debido proceso - Calidad de deudor - Novación
18708,93-2023,2023-11-07,Corte de Apelaciones,Corte de Apelaciones de Santiago,Solicitud de devolución por pago indebido de impuesto - Obligatoriedad de las Circulares - Fundamentación del Acto Administrativo
18710,123-2023,2023-11-02,Corte de Apelaciones,Corte de Apelaciones de Santiago,Pérdidas de arrastre - Cambio de activos - Exigibilidad de los actos administrativos
18712,37-2023,2023-11-02,Corte de Apelaciones,Corte de Apelaciones de Santiago,Recurso de casación en la forma - Gastos rechazados - Carga de la prueba
18717,222.918-2023,2023-11-15,Corte Suprema,Corte Suprema,Recurso de protección - Inadmisibilidad del recurso - Acción Cautelar - Revisión de la Actuación Fiscalizadora - Debido proceso - Igualdad ante la ley - Derecho de propiedad
18718,GR-16-00128-2018,2023-11-07,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Prescripción extraordinaria - Responsabilidad penal - Hechos reconocidos en sede penal
18719,GR-12-00001-2023,2023-11-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Prescripción de la acción fiscalizadora - Carta devuelta - Incentivo al ahorro
18720,GR-16-00205-2019,2023-11-02,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Compra de cupo en dólares - Operación de financiamiento - Servicio gravado
18721,GR-11-00004-2023,2023-11-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Representante legal - modificaciones sociales - Vicios en la notificación
18722,14.100-2023,2023-11-09,Tribunal Constitucional,Tribunal Constitucional,Inaplicabilidad por inconstitucionalidad - Reclamo de avalúo de bienes raíces - Tasación General - Causales de reclamo - Tutela Judicial efectiva
18762,117-2023,2023-11-17,Corte de Apelaciones,Corte de Apelaciones de Santiago,Devolución por concepto de PPUA - Mandato sin representación - Obligación de rendir cuentas
18763,256-2023,2023-11-27,Corte de Apelaciones,Corte de Apelaciones de Santiago,Mayor valor obtenido en la venta de inmuebles - Presunción de habitualidad - Carga de la prueba
18764,340-2023,2023-11-22,Corte de Apelaciones,Corte de Apelaciones de Santiago,Impuesto Territorial - Procedimiento de reclamo de avalúos de bienes raíces - Tribunal competente de segunda instancia - Declinatoria de competencia
18765,61-2023,2023-11-29,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,Recurso de reposición administrativa - Suspensión del plazo para interponer el reclamo - Procedimiento General de Reclamaciones
18766,137-2023,2023-11-21,Corte de Apelaciones,Corte de Apelaciones de Santiago,Fundamentación del acto administrativo - Subdeclaración de Impuestos - Régimen de tributación en la venta de acciones - Liquidación centralizada
18780,GR-17-00185-2017,2023-11-28,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Requerimiento de antecedentes - Acta de entrega
18781,GR-15-00091-2023,2023-11-17,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Registro de IVA a los servicios digitales - Tributación actividad ilícita - Juegos de Azar
18782,VD-16-00013-2023,2023-11-16,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Recurso de resguardo - Cambio de destino de suelo - Impugnabilidad de Actos del Director Nacional
18820,103-2023,2023-12-04,Corte de Apelaciones,Corte de Apelaciones de Santiago,Régimen tributario aplicable - fecha de inicio de actividades - Giro de compra y venta de capitales mobiliarios
18821,150-2023,2023-12-05,Corte de Apelaciones,Corte de Apelaciones de Santiago,Devolución de PPM - Hecho eventual - falta de fundamentación - Resolución centralizada - Actuación dilatoria infundada - Imposibilidad de aportar prueba en sede administrativa
18824,204-2023,2023-12-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,Convenio doble tributación entre Chile y Argentina - Onus probandi - Falta de prueba - Efectividad de las prestaciones
18829,237.771-2023,2023-12-04,Corte Suprema,Corte Suprema,Recurso de protección - Anotación 4103 - Convenio de pago
18831,14.442-2023,2023-12-05,Tribunal Constitucional,Tribunal Constitucional,Inaplicabilidad por inconstitucionalidad - Tutela judicial efectiva - Debido proceso - Derecho al recurso - Casación sentencia de primera instancia
18840,GR-13-00006-2023,2023-12-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Aysén del General Carlos Ibáñez del Campo,Solicitud de registro de facturas - Facturas exentas - Zona Franca y Zona Franca de Extensión
18841,GR-07-00027-2020,2023-12-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Crédito por adquisiciones de bienes físicos del activo inmovilizado
18842,VD-16-00154-2022,2023-12-07,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Vulneración de derechos - Silencio administrativo positivo
18844,AB-15-00057-2023,2023-12-12,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Reavalúo de bienes raíces - Área Homogénea - Aplicación errónea de las tablas de clasificación
18854,5.512-2020,2023-12-04,Juzgado de Garantía,Juzgado de Garantía de Concepción,Declaración de impuestos maliciosamente falsa - Aumento indebido de crédito fiscal IVA - Facturas falsas
18900,176-2023,2023-12-26,Corte de Apelaciones,Corte de Apelaciones de Santiago,Devolución por PPUA - Devolución por PPM - Carga de la prueba
18902,473-2023,2023-12-26,Corte de Apelaciones,Corte de Apelaciones de Santiago,Entrega de Oficios Circulares - Consejo para la Transparencia - Interés nacional - Interés económico del país
18903,253-2023,2023-12-27,Corte de Apelaciones,Corte de Apelaciones de Santiago,Habitualidad - Acreditación de las pérdidas - Hechos materiales - Citación - Devolución de PPUA
18904,245-2023,2023-12-21,Corte de Apelaciones,Corte de Apelaciones de Santiago,Costas personales - Gastos rechazados - Recurso de protección por alza de planes de Isapres
18905,15.399-2019,2023-12-29,Corte Suprema,Corte Suprema,Excepción de prescripción - Suspensión plazo de prescripción - Plazo razonable
18906,12.849-2018,2023-12-27,Corte Suprema,Corte Suprema,Impuesto Global Complementario - Renta percibida - Abuso o simulación - Prescripción extraordinaria
18907,GR-07-00007-2022,2023-12-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Fundamentos de la Liquidación - Beneficio tributario de incentivo al ahorro
18920,GR-18-00112-2016,2023-12-27,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Rentas de fuente extranjera
18921,GR-07-00006-2022,2023-12-28,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Impuesto al Valor Agregado - Remanente de crédito fiscal - Activo fijo - Inmueble por adherencia - Mueble por anticipación
18923,14.254-2023,2023-12-26,Tribunal Constitucional,Tribunal Constitucional,Inaplicabilidad por inconstitucionalidad - Declaración de bien familiar - Retiro encubierto - Igualdad ante la ley - Actos propios
19140,244.794-2023,2024-01-03,Corte Suprema,Corte Suprema,Recurso de protección - Derecho al debido proceso - Invalidación Acto Administrativo
19142,499-2024,2024-01-11,Corte Suprema,Corte Suprema,Recurso de amparo económico - Derecho a desarrollar cualquier actividad económica - Admisibilidad del recurso
19144,54-2023,2024-01-02,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Vulneración de derechos - Principio de razonabilidad - Motivación del Acto Administrativo - Anotación 4001 - Meras expectativas
19146,255-2023,2024-01-03,Corte de Apelaciones,Corte de Apelaciones de Santiago,Impuesto único por término de giro - certificado de término de giro - Cómputo de plazo de prescripción - Fiscalización de término de giro
19150,265-2023,2024-01-12,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Gasto rechazado - Multa por incumplimiento contractual - Impuesto Único - Reintegro
19152,GR-16-00149-2022,2024-01-11,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Mayor valor obtenido en la venta de un inmueble - Ejercicio de la facultad de tasación
19160,13.189-2018,2024-01-30,Corte Suprema,Corte Suprema,Exención de Impuesto Territorial - Pérdida del ejercicio - Cobro retroactivo del impuesto
19162,158-2023,2024-01-24,Corte de Apelaciones,Corte de Apelaciones de Santiago,Pérdida de arrastre - Goodwill - Gastos por depreciación de activo fijo - Carga de la prueba
19163,307-2023,2024-01-31,Corte de Apelaciones,Corte de Apelaciones de Santiago,Vulneración de derechos - Actos reclamables - Tutela judicial efectiva
19164,4-2023,2024-01-31,Corte de Apelaciones,Corte de Apelaciones de Temuco,Impuesto territorial - Nulidad - perjuicio - Notificación tácita
19165,GR-15-00127-2023,2024-01-19,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Impuesto a la Renta - Giro - Nulidad - Caducidad
19166,GR-02-00013-2023,2024-01-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,No emisión de boletas - Ventas por Internet - Habitualidad - Entrega real o simbólica de las especies
19167,VD-12-00018-2023,2024-01-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Pagos Provisionales Mensuales - Vulneración de Derechos - Giro - Devolución - Revisión de la Actuación Fiscalizadora
19168,14.252-2023,2024-01-16,Tribunal Constitucional,Tribunal Constitucional,Inaplicabilidad por inconstitucionalidad - Igualdad ante la ley - Derecho a defensa - Debido proceso- Tutela efectiva - Recurso de reposición - Recurso de apelación en subsidio - A
19360,39-2022,2024-02-02,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,Nulidad de la Resolución - Procedimiento de invalidación del Acto Adminsitrativo
19362,184-2023,2024-02-02,Corte de Apelaciones,Corte de Apelaciones de Santiago,Plazo razonable - Alegación de prescripción - Carácter provisional de las Liquidaciones
19363,9-2024,2024-02-06,Corte de Apelaciones,Corte de Apelaciones de Santiago,Recurso de hecho - Notificación de la sentencia definitiva - Cómputo del plazo para interponer los recursos
19364,23.511-2023,2024-02-07,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,Recurso de protección - Traslado de funcionario a otras dependencias - Conflicto de intereses
19365,VD-06-00048-2023,2024-02-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,"Vulneración de derechos - Procedimiento a<span style=""background-color: rgba(0, 0, 0, 0);"">plicable - Condonación</span>"
19366,GR-09-00025-2020,2024-02-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,Impuesto Territorial - Exención - Mutual de Seguridad - Mutual de Empleadores - Sede Social
19367,295-2023,2024-02-01,Otros,Tribunal de Contratación Pública,Contratación pública - Plazo de Acción de Impugnación - Extemporaneidad - Inadmisibilidad
19368,252.149-2023,2024-02-15,Corte Suprema,Corte Suprema,Recurso de protección – Impuesto a las Ventas y Servicios – Citación – Facturas Falsas – Procedimiento de Fiscalización – Artículo 19 N° 3 de la Constitución Política de la Repúbli
19380,GR-15-00145-2019,2024-02-13,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Impuesto Global Complementario - Prescripción - Ingreso no Renta - Retiro - Justificación de Inversiones - Principio de Congruencia
19382,GR-02-00019-2023,2024-02-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,Sobretasa de Impuesto Territorial - Usuarios - Zona Franca
19420,15.064-2018,2024-02-26,Corte Suprema,Corte Suprema,Reposición Administrativa Voluntaria - Liquidación diferencia de impuestos - Acto Administrativo impugnable - Reclamo inadmisible por improcedente
19421,370-2023,2024-02-16,Corte de Apelaciones,Corte de Apelaciones de Santiago,Reposición Administrativa Voluntaria - Suspensión del plazo para interponer el reclamo - Impuesto al Lujo
19422,81-2023,2024-02-22,Corte de Apelaciones,Corte de Apelaciones de Concepción,Justificación de inversiones - Carga de la prueba
19423,GR-18-00194-2016,2024-02-19,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Justificación de inversiones - Notificación tácita - Buena fe
19424,GR-11-00007-2023,2024-02-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Impuesto al Lujo - Avión - Reglamento - Principio de legalidad
19480,12-2023,2024-02-21,Corte de Apelaciones,Corte de Apelaciones de Iquique,Casación en la forma – Extra Petita – Tasación – Artículo 768 N°s 4 y 6 del Código de Procedimiento Civil – Artículo 35 de la Ley sobre Impuesto a la Renta
19481,GR-16-00009-2019,2024-02-22,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Establecimiento Permanente – Aportes de Capital – Término de Giro – Prescripción – Artículo 38 bis de la Ley sobre Impuesto a la Renta – Artículo 200 del Código Tributario – Artícu
19482,GR-06-00030-2023,2024-02-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Goodwill – Fusión impropia – Costo tributario de inmueble – Vicio del Acto Administrativo – Artículo 31 N° 9 de la Ley sobre Impuesto a la Renta
19547,6781-2024,2024-02-27,Corte Suprema,Corte Suprema,Recurso de Protección - Acción cautelar de garantías constitucionales - Naturaleza del recurso de protección - Objeta Oficio Ordinario de SII -Acción cautelar - Recurso de protecci
19560,195.273-2023,2024-03-01,Corte Suprema,Corte Suprema,Recurso de queja - avalúo- Tutela judicial efectiva
19562,16.980-2018,2024-03-08,Corte Suprema,Corte Suprema,Gastos rechazados - Retiro encubierto - Impuesto Global Complementario - Sana Crítica
19563,3.231-2023,2024-03-05,Corte de Apelaciones,Corte de Apelaciones de Santiago,Recurso de Amparo Económico - Retención de IVA exportador - Proceso de fiscalización - Libre ejercicio de actividad económica
19564,262-2023,2024-03-05,Corte de Apelaciones,Corte de Apelaciones de Santiago,Ajustes de precios transferencia - Transporte marítimo - Metodología y cálculos de ajustes -
19565,GR-08-00006-2022,2024-03-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Fundamentación del Acto Administrativo - Clasificación de bienes raíces
19580,VD-15-00086-2023,2024-03-12,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Impuesto Global Complementario - Vulneración de derechos - Falta de fundamentación - Principio de legalidad
19582,GR-10-00008-2020,2024-03-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Impuesto Único - Tasación - Renta Mínima Presunta - Principio de Legalidad
19583,272-2023,2024-03-11,Corte de Apelaciones,Corte de Apelaciones de Santiago,Gasto rechazado - Acreditación de gasto necesario - Intereses entre sociedades relacionadas - Capital de carácter mobiliario - Crédito entre sociedades relacionadas
19640,22.961-2018,2024-05-08,Corte Suprema,Corte Suprema,Devolución pago indebido o en exceso - Declaración anual de Impuesto a la Renta
19642,15.389-2018,2024-05-10,Corte Suprema,Corte Suprema,Ponderación probatoria - Sana crítica - Prescripción extraordinaria - Medio de impugnación de carácter extraordinario
19643,362-2023,2024-05-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Vulneración de derechos - Condonación - Requisitos para acceder a convenio de pago - Anotación - Mera expectativa - Calidad de querellado
19644,GR-08-00014-2022,2024-05-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Impuesto al Valor Agregado - Servicios de vigilancia - Nulidad del Acto Administrativo
19645,GR-01-00025-2023,2024-05-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,Impuesto al Lujo - yate - Precio corriente en plaza
19646,VD-15-00015-2024,2024-05-07,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Vulneración de derechos - Fundamentación del Acto Administrativo - Prescripción de la acción fiscalizadora - Procedimiento aplicable
19647,91-2023,2024-05-08,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Costo de venta de acciones - Aumento artificial del costo tributario - Legítima razón de negocios - Reorganización empresarial
19648,374-2023,2024-05-10,Corte de Apelaciones,Corte de Apelaciones de Santiago,Exención de Impuesto Territorial - Instituciones de Socorros Mutuos - Cuadro anexo de la Ley N° 17.235 sobre Impuesto Territorial
19649,1-2024,2024-04-17,Corte de Apelaciones,Corte de Apelaciones de Coyhaique,Zona Franca y Zona Franca de extensión - Facturas exentas
19650,12-2022,2024-04-19,Corte de Apelaciones,Corte de Apelaciones de La Serena,Ultra petita - Requisitos del recurso de casación en la forma - Juicio regido por ley especial - Vicio trascendental - Errores propios
19651,2.347-2024,2024-04-19,Corte de Apelaciones,Corte de Apelaciones de Santiago,Medida cautelar personal - Prisión preventiva
19652,1.246-2024,2024-04-22,Corte de Apelaciones,Corte de Apelaciones de Santiago,Sobreseimiento definitivo - Ausencia de tipicidad - Presunción de inocencia
19653,3-2023,2024-04-09,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,"Vulneración de derechos – Anotación 4001 efectuada al representante legal – Artículo 8 bis N°s 1, 15 y 16 del Código Tributario – Artículo 19 N°s 21 y 22 de la Constitución Polític"
19654,GR-12-00028-2023,2024-04-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Impuesto al Lujo - Helicóptero - Explotación del giro
19655,AB-02-00024-2022,2024-04-16,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,Nulidad de derecho público - Falta de fundamentación - Deber de motivación - Reavalúo de bienes raíces no agrícolas - Error en las tablas de clasificación
19656,312-2022,2024-04-05,Corte de Apelaciones,Corte de Apelaciones de Santiago,Nulidad de derecho público – Impuesto específico a la actividad minera – Litio – Mineral no concesible – Artículo 64 bis de la Ley sobre Impuesto a la Renta – Artículos 1 y 5 del D
19657,364-2023,2024-04-10,Corte de Apelaciones,Corte de Apelaciones de Santiago,"Impuesto Territorial – Exención – Mutual de Seguridad – Mutual de Empleadores – Sede Social – Párrafo I, letra C), N° 8 del cuadro anexo de la Ley N° 17.235 sobre Impuesto Territor"
19658,GR-10-00051-2023,2024-04-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Exención de Impuesto Territorial - Fundamento del Acto Administrativo - Interpretación administrativa
19659,VD-10-00018-2021,2024-04-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,"Vulneración de Derechos – Firma de documentos electrónicos – Delito Tributario – Artículo 19 N° 21 y 22 de la Constitución Política de la República – Artículos 3, 5, 8 bis, 8 ter y"
19660,GR-03-00001-2021,2024-04-18,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,Solicitud de devolución de impuestos pagados indebidamente o en exceso - Error manifiesto - Límite de los procedimientos de fiscalización
19662,VD-16-00166-2022,2024-04-05,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Vulneración de derechos – Nuevo procedimiento de fiscalización – Certeza de los efectos tributarios de sus actos – Facultad de invalidación de los Actos Administrativos – Artículo 
19663,GR-06-00045-2023,2024-04-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Giros precedidos de declaraciones rectificatorias – Actos propios – Efectos del Mandato – Artículo 9 del Código Tributario – Artículos 1.448 y 2.116 del Código Civil
19664,GR-11-00011-2023,2024-04-01,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Giro por sobretasa a los bienes raíces – Exención por bosque nativo – Extemporaneidad del reclamo – Artículos 7 bis y 20 de la Ley N° 17.235 sobre Impuesto Territorial – Artículo 1
19665,GR-07-00004-2023,2024-04-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Impuesto Territorial – Devolución cuotas de Impuesto Territorial – Sitio agrícola – Artículo 1 de la Ley N° 17.235 sobre Impuesto Territorial
19666,177-2023,2024-04-10,Corte de Apelaciones,Corte de Apelaciones de Santiago,Secreto Tributario – Reserva Tributaria– Artículos 8 bis N° 9 y 35 del Código Tributario – Artículos 21 N°s 2 y 5 de la Ley N° 20.285 sobre Acceso a la Información Pública
19668,GS-10-00039-2022,2024-03-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Norma general antielusiva – Rebaja artificiosa de la carga impositiva – Impuesto Adicional – Artículo 4 ter del Código Tributario – Artículo 59 de la Ley sobre Impuesto a la Renta
19669,GR-10-00050-2021,2024-03-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Impuesto a la Renta – Pagos Provisionales por utilidades absorbidas (PPUA) – Mandato sin representación – Obligación de rendir cuentas – Artículo 31 N°3 de la Ley sobre Impuesto a 
19670,VD-16-00144-2022,2024-03-20,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,"Denuncia ante el Ministerio Público – Vulneración de derechos – Escuchas telefónicas – Artículo 8 bis N°s 4 letras a, c y d, 11, 14, y 16 y artículo 162 del Código Tributario – Art"
19671,63-2023,2024-03-22,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Pagos Provisionales por Utilidades Absorbidas (PPUA) – Pérdida Tributaria – Implicancia – Extra petita – Confianza legítima – Artículo 51 de la Ley N° 19.880 que Establece Bases de
19672,418-2023,2024-03-20,Corte de Apelaciones,Corte de Apelaciones de Santiago,Sana crítica – Deber de analizar la prueba aportada – Argumentos genéricos – Debido proceso – Deber de fundamentación necesaria – Invalidación de oficio de la sentencia – Artículo 
19676,6-2023,2024-03-25,Corte de Apelaciones,Corte de Apelaciones de Temuco,Delito tributario – Aumento malicioso del crédito fiscal – Tipificación del delito – Factura falsa – Delito de peligro – Necesidad de perjuicio fiscal –Artículo 97 N° 4 del Código 
19680,GR-17-00303-2016,2023-08-29,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Pérdida tributaria arrastre – Falta de acreditación activos – Goodwill – Depreciación – Boletas incobrables – Artículos 31 y 41 N°1 de Ley sobre Impuesto a la Renta – Artículo 21 C
19681,GR-09-00023-2019,2023-09-01,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,Tasación de contrato – Valores corrientes en plaza – Empresas de similar naturaleza – Empresas comparables – Artículo 64 del Código Tributario
19682,1456-2021,2023-12-11,Juzgado de Garantía,Juzgado de Garantía de Illapel,Declaración maliciosamente falsa de impuestos – Aumento indebido de crédito fiscal IVA – Facturas Falsas – Extensión de la pena – Libertad vigilada intensiva – Artículos 97 N° 4 in
19683,VD-16-00029-2023,2023-08-23,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Reclasificación Régimen Tributario - Pro Pyme - Semi Integrado
19684,GR-15-00040-2023,2023-08-31,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Rentas en el extranjero - Régimen Fiscal Preferencial - Rentas Pasivas - Patria Potestad - Entidad Controladora -
19685,GS-16-00167-2020,2021-03-31,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Acta de Denuncia - Facturas Falsas - Onus Probandi - Carga de la prueba - Delito Tributario - Infracción Tributaria
